,popularity,vote_count,original_language,title,vote_average,overview,release_date
113,284.367,3955,en,The Conjuring: The Devil Made Me Do It,7.7,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",2021-05-25
114,282.434,1091,ja,The Last: Naruto the Movie,7.9,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.",2014-12-06
115,392.407,24,es,El Amarre,7.0,"A woman has a crush with a coworker and makes a ritual to make him fall in love with her, but things got a little out of hand when she messes with forces no one can control.",2021-10-21
116,316.17,668,en,Infinite,6.9,"Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",2021-09-09
117,304.386,131,es,Parallel Mothers,6.8,"Two unmarried women who have become pregnant by accident and are about to give birth meet in a hospital room: Janis, middle-aged, unrepentant and happy; Ana, a teenager, remorseful and frightened.",2021-10-08
118,276.618,19724,en,Avengers: Endgame,8.3,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24
119,274.872,4116,en,Knowing,6.1,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,2009-03-19
120,281.86,242,en,The Many Saints of Newark,6.8,"Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano.",2021-09-22
121,305.931,514,fr,The Stronghold,7.7,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",2021-08-18
122,313.23,823,fr,"Miraculous World: New York, United HeroeZ",8.3,"During a school field trip, Ladybug and Cat Noir meet the American superheroes, whom they have to save from an akumatised super-villain. They discover that Miraculous exist in the United States too.",2020-11-21
123,324.315,379,en,The Protégé,6.8,"Rescued as a child by the legendary assassin Moody and trained in the family business, Anna is the world’s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter.",2021-08-19
124,270.079,1238,en,Don't Breathe 2,7.6,"The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",2021-08-12
125,291.399,74,cn,Dynasty Warriors,6.7,"In the turbulent late Eastern Han Dynasty. Ambitious Dong Zhuo controls the court and the commonalty, and heroes from all over the country begin to rise.",2021-04-27
126,238.824,61,en,Father Christmas Is Back,5.0,"Caroline Christmas, a control freak desires nothing more than a perfect Christmas with her sisters at her lavish country manor to atone for the fact that their father abandoned them many years ago. When on Christmas Eve their long-lost father arrives at their doorstep with his new girlfriend, chaos ensues. Through a series of mishaps and misunderstandings, Caroline uncovers a long-buried family secret. Can the family still celebrate Christmas together after all?",2021-11-07
127,258.846,0,en,Sonic the Hedgehog 2,0.0,"When the evil Dr. Robotnik and his sidekick Knuckles make an unexpected visit to Earth on the search for an all-powerful emerald, Sonic joins forces with a new ally named Tails and embarks on a journey to find the emerald before it falls into the wrong hands.",2022-03-31
128,272.116,262,en,Monster Pets: A Hotel Transylvania Short,7.6,Drac tries out some new monster pets to help occupy Tinkles for playtime.,2021-04-02
129,258.506,25867,en,The Avengers,7.7,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012-04-25
130,289.593,380,en,Cosmic Sin,4.3,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",2021-03-12
131,265.466,35,es,Millonario sin amor,8.0,"A successful TV executive changes his identity and moves to a poor neighborhood in search of real human connection. There, he falls for an aspiring actress trying to start her career at the channel he runs.",2021-09-01
132,287.317,176,no,The Trip,6.8,"A dysfunctional couple head to a remote lakeside cabin under the guise of reconnecting, but each has secret designs to kill the other. Before they can carry out their respective plans, unexpected visitors arrive and the couple is faced with a greater danger than anything they could have plotted.",2021-07-30
133,299.417,1827,en,Old,6.6,A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,2021-07-21
134,274.923,164,en,Redemption Day,6.6,"When his wife is kidnapped by terrorists for ransom, veteran war hero Brad Paxton races against the clock to rescue her in a daring and deadly operation that pits him against powerful and dark forces.",2021-01-08
135,252.514,942,ja,Boruto: Naruto the Movie,7.7,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",2015-08-07
136,277.996,61,en,Narco Sub,7.1,"A man will become a criminal to save his family.  Director: Shawn Welling  Writer: Derek H. Potts  Stars: Tom Vera, Tom Sizemore, Lee Majors |",2021-01-22
137,250.666,271,en,House of Gucci,7.0,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately…murder.",2021-11-24
138,258.538,122,fr,Ava,6.0,"Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight sooner than expected. Her mother decides to act as if everything were normal so as to spend their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that belongs to a young man on the run...",2017-06-21
